ui_accessories_text.text was created: 8/8/2021 8:59:28 PM
Filesize is: 526816 bytes

decoy
Group 0
No27340 - ふんわり襟足エクステ
No27350 - 鎖付き手枷
No27360 - 魔法陣　青
No27361 - 魔法陣　赤
No27362 - 魔法陣　黄
No27363 - 魔法陣　緑
No27364 - 魔法陣　紫
No27370 - ストリームウィング　青
No27371 - ストリームウィング　赤
No27372 - ストリームウィング　黄
No27373 - ストリームウィング　緑
No27374 - ストリームウィング　紫
No27380 - うさ耳フィルター
No27381 - うさ口フィルター
No27390 - 多重ブレードウィングＬ
No27391 - 多重ブレードウィングＲ
No27410 - キャンディーヘッドギアＢ
No27411 - キャンディーヘッドギアＢ　黒
No27412 - キャンディーヘッドギアＢ　桃
No27430 - アークスベレー
No27431 - アークスベレーＢ
No27440 - ウィンプハット
No27450 - ウィンプウィング
No27460 - ウィンプテイル
No27470 - ウィンプリボン
No27480 - トルークナースキャップ
No27490 - トルークマスク
No27500 - トルークレッグポーチ
No27510 - トルークインジェクター
No27520 - ウォーターボール
No27530 - クローズショルダー
No27531 - クローズショルダーＢ
No27532 - クローズショルダーＣ
No27540 - クローズポーチ
No27541 - クローズポーチＢ
No27542 - クローズポーチＣ
No27550 - ラッピーニット帽
No27551 - ラブラッピーニット帽
No27552 - ラヴィラッピーニット帽
No27560 - 鍵と錠のネックレス　金
No27561 - 鍵と錠のネックレス　銀
No27570 - 羽耳飾り　青
No27571 - 羽耳飾り　白
No27572 - 羽耳飾り　黒
No27590 - ブレードレッグアーマー
No27600 - メリッサの帽子
No27610 - ゾラのペンダント
No27620 - アベーユの帽子
No27630 - ローザリンデＣの肩鎧
No27640 - ローザリンデＣの腰甲
No27650 - ローザリンデＣの髪飾り
No27660 - ローザリンデＣの首飾り
No27670 - ティエヌハット
No27680 - ブラウニーベレー
No27690 - プラリネハット
No27700 - 椿柄リボンヘッドドレス
No27710 - フィエルテスカーフ
No27720 - フィエルテピアス
No27730 - アメルゴーグル
No27731 - アメルゴーグル　白
No27732 - アメルゴーグルＢ
No27740 - アメルヘッドフォン
No27741 - アメルヘッドフォン　白
No27742 - アメルヘッドフォンＢ
No27750 - テクシオ肩パーツ
No27751 - テクシオ肩パーツ　白
No27752 - テクシオ肩パーツＢ
No27760 - テクシオ腰パーツ
No27761 - テクシオ腰パーツ　白
No27762 - テクシオ腰パーツＢ
No27770 - アメル腰パーツ
No27771 - アメル腰パーツ　白
No27772 - アメル腰パーツＢ
No27780 - アメル花飾り
No27781 - アメル花飾りＢ
No27790 - ディスカーネックレス
No27800 - ディスカーピアス
No27820 - アビオンオーブスラスター
No27821 - アビオンオーブウィング
No27830 - アビオンダスクスラスター
No27831 - アビオンダスクウィング
No27840 - オールディピアス
No27850 - オールディハット
No27860 - 舞神楽狐面
No27890 - ブレストドラゴン２
No27900 - ソルリスヘッドギア
No27901 - ソルリスヘッドギアＢ
No27930 - オールド・グローリー
No27940 - イーグルペンダント
No27950 - エレガンテ帽
No27951 - エレガンテ帽Ｂ
No27960 - エレガンテイヤー
No27961 - エレガンテイヤーＢ
No27970 - ガナッシュハット
No27980 - ダイナーバイザー
No27990 - イノセント・ゼロ襟
No27991 - イノセント・ゼロ襟Ｂ
No28000 - 亞悪巣ピアス
No28010 - マルガレータの髪飾り
No28020 - マルガレータの首飾り
No28030 - マルガレータの背中飾り
No28040 - ガナッシュリボンタイ
No28050 - ノーヴァレッグギア
No28060 - ノーヴァクリップ
No28070 - ステラヘレシーホーン
No28080 - ステラヘレシーテイル
No28090 - ステラヘレシーウィング
No28100 - ステラヘレシーベルト
No28110 - マルガレータ缶バッヂ
No28111 - マトイ缶バッチ
No28112 - ハリエット缶バッヂ
No28113 - ルーサー缶バッチ
No28114 - ヒツギ缶バッチ
No28115 - エルミル缶バッチ
No28120 - 海賊風コート
No28130 - アンクル・サムハット
No28140 - 戦神衣の機翼
No28150 - 戦神衣の頭羽
No28160 - ハートチョココサージュ
No28161 - ハートチョココサージュ　白
No28162 - ハートチョココサージュ　苺
No28180 - 肩乗り赤鬼
No28181 - 肩乗り青鬼
No28190 - サイドマント
No28200 - アンクル・サム髭
No28210 - フリル付け袖　白
No28211 - フリル付け袖　黒
No28220 - シェイカーマスク
No28230 - 和風リボン
No28270 - ハーフアームドマスク
No28271 - ハーフアームドマスク　緑
No28272 - ハーフアームドマスク　白
No28273 - ハーフアームドマスク　赤
No28274 - ハーフアームドマスク　青
No28280 - メカニカルスパイン　黒
No28281 - メカニカルスパイン　白
No28290 - アニマルレッグ
No28300 - スモーキーフォトン　水
No28301 - スモーキーフォトン　赤
No28310 - タイツもも
No28320 - ヒトミマスクＡ
No28321 - ヒトミマスクＢ
No28330 - メセタサークル
No28340 - 立体ワイルドヒゲ
No28350 - ビフレストオービット
No28351 - ビフレストミラージュ
No28352 - ビフレストノヴァ
No28360 - フォトバックブース　白
No28361 - フォトバックブース　黒
No28362 - フォトバックブース　緑
No28363 - フォトバックブース　青
No28370 - ＳＦ風爆乳パッド　白
No28371 - ＳＦ風爆乳パッド　黒
No28380 - 和服風爆乳パッド　白
No28381 - 和服風爆乳パッド　黒
No28390 - 光糸のかんざし
No28391 - 光糸のかんざし　赤
No28392 - 光糸のかんざし　水
No28393 - 光糸のかんざし　緑
No28394 - 光糸のかんざし　紫
No28395 - 光糸のかんざし　黄
No28400 - ロングＬリボンＡ
No28401 - ロングＬリボンＢ
No28402 - ロングＬリボンＣ
No28410 - バラエティマスクＡ
No28411 - バラエティマスクＢ
No28420 - にゃんこフェイス
No28430 - ルミネスリボン
No28440 - ルミネスサテラ
No28450 - ルミネスバイザー
No28460 - ラッピーＨｒマフラー
No28461 - ダークラッピーＨｒマフラー
No28470 - 耳隠しエクステ
No28480 - アクションテール
No28490 - 鯉のぼり帽子　黒
No28491 - 鯉のぼり帽子　赤
No28492 - 鯉のぼり帽子　青
No28500 - 肩乗りカラス　黒
No28501 - 肩乗りカラス　白
No28510 - レース猫耳　黒
No28511 - レース猫耳　白
No28520 - ジェネ バニーヘッドギア
No28530 - ワイルドライガーヘルムＡ
No28531 - ワイルドライガーヘルムＢ
No28540 - エイリアンマスク
No28580 - つきそいＵＦＯ
No28590 - 遊学書生帽子
No28600 - 遊学書生メガネ
No28610 - アフタルＤＮウィング
No28620 - ホルシードＤＮウィングＡ
No28630 - フルータバイザー
No28640 - 個性舌　桃
No28641 - 個性舌　紫
No28642 - 個性舌　青
No28650 - ガナッシュバックリボン
No28660 - 腰マント
No28680 - バラエティマスクＤ
No28700 - トゥルーヘッドギア
No28710 - プワゾンカチューシャ
No28720 - ズーイマスク
No28730 - ラクスターバン
No28740 - ネオヴィクトハット
No28750 - ウソツキの付け鼻
No28760 - セガサターンパッド
No28770 - ワイヤレスイヤホン　赤
No28771 - ワイヤレスイヤホン　青
No28772 - ワイヤレスイヤホン　黒
No28773 - ワイヤレスイヤホン　白
No28780 - ラッピースタイ
No28790 - 和服後ろリボン　黄
No28791 - 和服後ろリボン　灰
No28792 - 和服後ろリボン　赤
No28793 - 和服後ろリボン　紫
No28800 - セーラーつけ襟Ａ
No28801 - セーラーつけ襟Ｂ
No28802 - セーラーつけ襟Ｃ
No28810 - 足首後ろリボン　黒
No28811 - 足首後ろリボン　白
No28812 - 足首後ろリボン　赤
No28820 - スピーカーポッド
No28830 - うさぎマント　白
No28831 - うさぎマント　茶
No28832 - うさぎマント　灰
No28833 - うさぎマント　桃
No28840 - 有刺鉄線ネックレス　銀
No28841 - 有刺鉄線ネックレス　金
No28850 - コード髪飾りＬ
No28851 - コード髪飾りＬ　緑
No28852 - コード髪飾りＬ　桃
No28853 - コード髪飾りＬ　青
No28854 - コード髪飾りＲ
No28855 - コード髪飾りＲ　緑
No28856 - コード髪飾りＲ　桃
No28857 - コード髪飾りＲ　青
No28860 - アームドレスＬ　白
No28861 - アームドレスＬ　黒
No28862 - アームドレスＬ　赤
No28863 - アームドレスＲ　白
No28864 - アームドレスＲ　黒
No28865 - アームドレスＲ　赤
No28870 - ファー肩飾り　白
No28871 - ファー肩飾り　黒
No28872 - ファー肩飾り　灰
No28873 - ファー肩飾り　茶
No28880 - 頭乗せヤカン・新
No28881 - 頭乗せヤカン・古
No28890 - アトルスクヘッドフォン
No28900 - モノアイマスク
No28910 - 飛び散る火花
No28920 - 閃光眼エフェクトＡ
No28921 - 閃光眼エフェクトＢ
No28930 - キョンキョンロリィ帽
No28940 - キョンキョンロリィ髪飾り
No28950 - アステロード髪飾り
No28960 - クリオーネ頭飾り
No28970 - トゥルーブルームＡ
No28980 - トゥルーブルームＢ
No28990 - トゥルーブルームＣ
No29000 - 火を継ぐ蛇翼Ａ
No29010 - 火を継ぐ蛇翼Ｂ
No29020 - 火を継ぐリボン
No29030 - 火を継ぐ髪飾り
No29040 - エクスピアシオン帽
No29070 - ポリゴノイド腰パーツ
No29071 - ポリゴノイド腰パーツ　月
No29072 - ポリゴノイド腰パーツ　虹
No29073 - ポリゴノイド腰パーツ　燃
No29074 - ポリゴノイド腰パーツ　空
No29080 - マリス帽
No29090 - ラーフェマフラー
No29100 - ラーフェ帽
No29110 - 天宮さくらのリボン
No29130 - ＭＦＤＢキャップＡ
No29140 - ＭＦＤＢキャップＢ
No29150 - ＭＦＤＢブーツ
No29160 - ＭＦＤＢしっぽ
No29170 - イデアサイドシールド
No29171 - イデアサイドシールドＢ
No29180 - イデアフードマント
No29181 - イデアフードマントＢ
No29190 - イデアスリーブ
No29191 - イデアスリーブＢ
No29200 - イデアブーツ
No29201 - イデアブーツＢ
No29210 - キャットハット
No29220 - プリエールヴェール
No29240 - エナジーウィング
No29260 - ジェネのデッキシューズ
No29270 - ジェネのサマーベレー帽
No29280 - アンベリールハット
No29281 - アンベリールハットＢ
No29282 - アンベリールハットＣ
No29290 - アンベリールピアス
No29300 - カジュアルソナー　青
No29301 - カジュアルソナー　橙
No29302 - カジュアルソナー　緑
No29303 - カジュアルソナー　黄
No29320 - 腰フリル　赤
No29321 - 腰フリル　水
No29322 - 腰フリル　黒
No29323 - 腰フリル　紺
No29330 - 頭乗せパイロット
No29340 - フロートナイフ
No29350 - サードゥオピアス
No29360 - ヴァルツェヘアカフス
No29440 - シュテックガスマスク
No29450 - ツヤノヘアアクセ
No29460 - ツヤノリボン
No29470 - クレイン綿帽子
No29480 - クレイン羽飾り
No29490 - バックパレオＡ
No29491 - バックパレオＢ
No29492 - バックパレオＣ
No29493 - バックパレオＤ
No29500 - ヘキサウィング　水
No29501 - ヘキサウィング　青
No29502 - ヘキサウィング　赤
No29510 - たれネコ耳　灰
No29511 - たれネコ耳　茶
No29512 - たれネコ耳　黒
No29520 - 腰リボン　赤
No29521 - 腰リボン　青
No29522 - 腰リボン　黒
No29530 - プリーツパレオ　赤
No29531 - プリーツパレオ　青
No29532 - プリーツパレオ　黒
No29540 - ファンシーウィング　紫
No29541 - ファンシーウィング　青
No29542 - ファンシーウィング　緑
No29550 - ぽわぽわエフェクト
No29560 - アージェントウィング
No29570 - 鼻ホイップ　白
No29571 - 鼻ホイップ　桃
No29572 - 鼻ホイップ　水
No29580 - フリルショートエプロン　白
No29581 - フリルショートエプロン　桃
No29590 - 貴族風腰マント　赤
No29591 - 貴族風腰マント　青
No29592 - 貴族風腰マント　銀
No29600 - くっきり二重まぶた
No29610 - 目尻盛りまつげ　黒
No29611 - 目尻盛りまつげ　茶
No29612 - 目尻盛りまつげ　紺
No29613 - 目尻盛りまつげ　白
No29620 - うさ耳フード　白
No29621 - うさ耳フード　桃
No29622 - うさ耳フード　黒
No29623 - うさ耳フード　赤
No29630 - フロートブック
No29640 - クリスタルウィング　紫
No29641 - クリスタルウィング　桃
No29642 - クリスタルウィング　緑
No29650 - シグナルウィング　青
No29651 - シグナルウィング　白
No29652 - シグナルウィング　赤
No29653 - シグナルウィング　紫
No29660 - ワイヤーバタフライＡ
No29661 - ワイヤーバタフライＢ
No29670 - 戦国風肩鎧Ｌ　Ａ
No29671 - 戦国風肩鎧Ｒ　Ａ
No29672 - 戦国風肩鎧Ｌ　Ｂ
No29673 - 戦国風肩鎧Ｒ　Ｂ
No29674 - 戦国風肩鎧Ｌ　Ｃ
No29675 - 戦国風肩鎧Ｒ　Ｃ
No29680 - ローファー　黒
No29681 - ローファー　茶
No29682 - ローファー　白
No29690 - レースリボンＬ　赤
No29691 - レースリボンＲ　赤
No29692 - レースリボンＬ　白
No29693 - レースリボンＲ　白
No29694 - レースリボンＬ　青
No29695 - レースリボンＲ　青
No29696 - レースリボンＬ　紫
No29697 - レースリボンＲ　紫
No29700 - クリアシールドＬ　青
No29701 - クリアシールドＲ　青
No29702 - クリアシールドＬ　赤
No29703 - クリアシールドＲ　赤
No29704 - クリアシールドＬ　紫
No29705 - クリアシールドＲ　紫
No29706 - クリアシールドＬ　黄
No29707 - クリアシールドＲ　黄
No29710 - ゲザングピアス
No29720 - サークルキーボード　青
No29721 - サークルキーボード　桃
No29722 - サークルキーボード　緑
No29730 - くわえチョコバナナ
No29731 - くわえチョコバナナ　白
No29732 - くわえチョコバナナ　苺
No29740 - マリンコサージュ
No29750 - ポーチカヘアアクセ
No29760 - フルートヴェール
No29770 - フルートリボン
No29780 - フルートピアス
No29790 - バタフライウィング　紫
No29791 - バタフライウィング　青
No29792 - バタフライウィング　赤
No29800 - ダークバタフライ　赤
No29801 - ダークバタフライ　紫
No29802 - ダークバタフライ　青
No29810 - ラッピー水筒
No29811 - ラブラッピー水筒
No29820 - 艶武巴角飾り
No29830 - 艶武巴水引き
No29840 - 艶武巴喉輪
No29850 - ビクシュラボンネット
No29860 - ビクシュラ飾り刀
No29870 - チェーンテイル
No29880 - 炎の角　赤
No29881 - 炎の角　紫
No29890 - ロングフェザーウィング　灰
No29891 - ロングフェザーウィング　桃
No29892 - ロングフェザーウィング　水
No29900 - ラッピーロリポリ
No29901 - ラブラッピーロリポリ
No29902 - リリーパロリポリ
No29903 - アークマロリポリ
No29910 - フィリルバイザー
No29920 - フィリルビット
No29950 - 突如現れる謎の光Ａ
No29960 - 突如現れる謎の光Ｂ
No29970 - ダーククラウン
No29980 - ラッピングウィングＡ　赤
No29981 - ラッピングウィングＡ　黒
No29982 - ラッピングウィングＡ　青
No29983 - ラッピングウィングＢ　赤
No29984 - ラッピングウィングＢ　紫
No29985 - ラッピングウィングＢ　白
No29990 - 盛りまつげＣ　黒
No29991 - 盛りまつげＣ　紺
No29992 - 盛りまつげＣ　茶
No29993 - 盛りまつげＣ　白
No30000 - ウィザードハット
No30001 - ウィザードハット　黒
No30002 - ウィザードハット　白
No30003 - ウィザードハット　紫
No30004 - ウィザードハット　赤
No30010 - フェダーヘアピンＢ
No30011 - フェダーヘアピンＡ
No30040 - 和風髪飾り　黒
No30041 - 和風髪飾り　赤
No30042 - 和風髪飾り　青
No30043 - 和風髪飾り　紫
No30050 - ネコ耳風エクステ
No30060 - ホルシードＤＮウィングＢ
No30070 - Xbox Wireless Controller
No30100 - バラエティマスクＣ
No30110 - ソフィスヘッドフォン
No30120 - ソフィスヘッドギア
No30130 - 艶武巴飾り刀
No30140 - 艶武巴眼帯
No30150 - オプトレイオンのフード
No30160 - オプトレイオンのマント
No30170 - オプトレイオンの羽衣　桃
No30171 - オプトレイオンの羽衣　白
No30172 - オプトレイオンの羽衣　水
No30180 - サイカ・ヒョウリのピアス
No30190 - イグニスのヘッドギア
No30200 - イグニスのイヤーカフ
No30210 - イグニスのレッグスラスター
No30220 - プライマルアクセプター
No30230 - 宝多六花のシュシュ
No30240 - 新条アカネのメガネ
No30250 - ゴシックアイパッチ　黒
No30251 - ゴシックアイパッチ　茶
No30252 - ゴシックアイパッチ　赤
No30260 - ユリエンスラスター
No30270 - クロウウィング　黒
No30271 - クロウウィング　白
No30280 - 飛鳥のスカーフ
No30290 - 雪泉のリボン
No30300 - ジェントルネックレス
No30310 - ブラッディカラー
No30320 - ブラッディウィング
No30330 - ブラッディロインクロス
No30340 - ヴィルデカチューシャ
No30350 - ゴシックランタン
No30360 - ドラクルコート　赤
No30361 - ドラクルコート　青
No30362 - ドラクルコート　銀
No30370 - 天使の祝福
No30380 - ゴシックネックレス　黒
No30381 - ゴシックネックレス　銀
No30390 - レッグサイドガードＬ　金
No30391 - レッグサイドガードＲ　金
No30392 - レッグサイドガードＬ　銀
No30393 - レッグサイドガードＲ　銀
No30400 - 小悪魔アンテナ　黒
No30401 - 小悪魔アンテナ　紫
No30410 - ぶかぶかブーツ　黒
No30411 - ぶかぶかブーツ　茶
No30420 - カジュアルウォッチ　茶
No30421 - カジュアルウォッチ　黒
No30422 - カジュアルウォッチ　赤
No30430 - アッシュのペンダント
No30440 - 紐カチューシャ　黒
No30441 - 紐カチューシャ　白
No30442 - 紐カチューシャ　赤
No30443 - 紐カチューシャ　水
No30450 - 二代目ＫＫのエクステ
No30460 - カザミノタチの髪飾りＢ
No30461 - カザミノタチの髪飾りＡ
No30470 - カザミノタチの眼帯Ｂ
No30471 - カザミノタチの眼帯Ａ
No30480 - カザミノタチの大袖
No30510 - キャバリエシールドＬ
No30511 - キャバリエシールドＲ
No30512 - キャバリエシールドＬ　白
No30513 - キャバリエシールドＲ　白
No30514 - キャバリエシールドＬ　黒
No30515 - キャバリエシールドＲ　黒
No30520 - フォトンバット　橙
No30521 - フォトンバット　紫
No30530 - 蠢く粘性体　緑
No30531 - 蠢く粘性体　紫
No30540 - ショルダーリボン　黒
No30541 - ショルダーリボン　白
No30542 - ショルダーリボン　赤
No30550 - 小悪魔風フード　黒
No30551 - 小悪魔風フード　白
No30552 - 小悪魔風フード　赤
No30560 - 王族風マント　白
No30561 - 王族風マント　黒
No30562 - 王族風マント　赤
No30563 - 王族風マント　青
No30570 - 騎士のブーツ飾り　黒
No30571 - 騎士のブーツ飾り　白
No30580 - シュアンティアラ
No30590 - キューピッドウィング　水
No30591 - キューピッドウィング　白
No30592 - キューピッドウィング　黒
No30600 - エイシェント髪飾り　黒
No30601 - エイシェント髪飾り　金
No30602 - エイシェント髪飾り　銀
No30610 - ファーブレスレット　白
No30611 - ファーブレスレット　黒
No30612 - ファーブレスレット　茶
No30613 - ファーブレスレット　灰
No30620 - 天使のヘアピン　白
No30621 - 天使のヘアピン　桃
No30630 - ゆるふわツインエクステ
No30640 - ロリータパンプス　黒
No30641 - ロリータパンプス　赤
No30642 - ロリータパンプス　白
No30650 - ブレードヘッドギア
No30660 - リボンフリルつけ襟　赤
No30661 - リボンフリルつけ襟　黒
No30662 - リボンフリルつけ襟　紺
No30663 - リボンフリルつけ襟　茶
No30670 - クロスピン　赤
No30671 - クロスピン　黒
No30672 - クロスピン　青
No30673 - クロスピン　金
No30680 - クリノリン　黒
No30681 - クリノリン　茶
No30682 - クリノリン　白
No30690 - ロケットブースター
No30710 - 懐刀　赤
No30711 - 懐刀　青
No30712 - 懐刀　金
No30720 - クロスリング　銀
No30721 - クロスリング　金
No30730 - ピルグリムハット
No30740 - 収穫祭のかご
No30750 - メカニカルターキーテイルＡ
No30751 - メカニカルターキーテイルＢ
No30780 - イグニスリアブースター
No30790 - ルカコンフリクトリボン
No30800 - カイトＶ３のヘッドセット
No30830 - 紲星あかりの髪飾り
No30840 - 紲星あかりのインカム
No30850 - A.I.Sヴェガスラスター
No30860 - A.I.Sヴェガ脚部装甲
No30870 - A.I.Sヴェガシールド
No30880 - アークマパペットＲ
No30881 - アークマミパペットＬ
No30890 - パステルピアス
No30900 - パステルシュシュ
No30901 - パステルシュシュ　黄
No30910 - パステルぬいぐるみ
No30911 - パステルぬいぐるみ　黄
No30920 - ガットネーロカチューシャ
No30930 - ガットネーロテイル
No30940 - ガットネーロマント
No30950 - 市松羽織
No30960 - 三ツ足のカラス
No30970 - リリーパアイ　黒
No30971 - リリーパアイ　赤
No30972 - リリーパアイ　茶
No30973 - リリーパアイ　青
No30980 - ローズブレスレット　赤
No30981 - ローズブレスレット　白
No30982 - ローズブレスレット　黒
No30983 - ローズブレスレット　青
No30990 - インセクトアイマスク　赤
No30991 - インセクトアイマスク　青
No31000 - 騎士のフロントガード
No31001 - 騎士のフロントガード　黒
No31002 - 騎士のフロントガード　白
No31003 - 騎士のフロントガード　赤
No31010 - パステルヘアアクセ
No31011 - パステルヘアアクセ　黄
No31020 - ファルグリンハット
No31030 - ファルグリンペルソナ
No31040 - ミーテルホーン
No31050 - A.I.Sヴェガブレード
No31060 - A.I.Sヴェガバルカン
No31070 - A.I.Sヴェガランチャー
No31080 - 小野ミチオフェイス
No31090 - 頭乗りシバ
No31100 - 頭乗りルーサーＢ
No31110 - アンクル・サムハット(JP)
No31120 - アンクル・サム髭(JP)
No31130 - ダイナーバイザー(JP)

Group 1
No00000 - None
No00001 - Viola Cap
No00002 - Firm Earmuffs
No00003 - Haze Hat
No00004 - Nurse Hat
No00008 - Headset
No00009 - Round Glasses
No00010 - Oval Rimmed Glasses
No00011 - Square Glasses
No00012 - Wellington Glasses
No00013 - Round Sunglasses
No00016 - Crune Hat
No00017 - Elliptical Glasses
No00018 - Nurse Hat B
No00019 - Large Round Glasses
No00020 - Forage Cap
No00021 - Round Sunglasses on Head
No00022 - Eye Display
No00025 - Goggles
No00026 - Snazzy Glasses
No00027 - Candy Headgear
No00028 - Beret
No00029 - Red Rim Glasses
No00030 - Headgear
No00031 - Toque Hat
No00032 - Tall Hat
No00033 - Sports Sunglasses
No00034 - Prim Headphones
No00035 - Head Accessory
No00036 - Blitz Guards
No00038 - Armband
No00040 - Cat Ears
No00041 - OrgaCats Ears
No00044 - Fox Ears
No00045 - Droopy Fox Ears
No00060 - Oculus Hat
No00061 - Oculus Hat: Shadow
No00062 - Oculus Hat: Steel
No00063 - Oculus Hat: Moon
No00064 - Oculus Hat: Silver
No00065 - Musashi’s Hat
No00070 - Cyber Glasses
No00072 - Cyber Glasses B
No00082 - Mikoto Corsage
No00083 - Mikoto Corsage B
No00084 - Mikoto-Matoi Hairclips
No00090 - [Persona] Repentant
No00091 - [Persona] Despondent
No00092 - [Persona] Resolute
No00100 - Headgear: Shadow
No00101 - Headgear: Moon
No00102 - Headgear: Ruby
No00103 - Headgear: Leaf
No00110 - Wedding Corsage
No00111 - Black Rose
No00112 - Wedding Corsage B
No00120 - Maid Hairband
No00130 - Beret: Moon
No00131 - Beret: Night
No00132 - Beret: Leaf
No00133 - Beret: Sun
No00170 - Firm Earmuffs: Shadow
No00171 - Firm Earmuffs: Sun
No00172 - Firm Earmuffs: Hazel
No00210 - Furieux Hood
No00211 - Furieux Hood: Hazel
No00212 - Furieux Hood: Shadow
No00213 - Furieux Hood: Ruby
No00220 - Tall Hat: Sakura
No00221 - Tall Hat: Leaf
No00222 - Tall Hat: Sea
No00223 - Tall Hat: Sun
No00230 - Pumpkin Head
No00231 - Jack Head
No00240 - Spooky Hat
No00241 - Jack Hat
No00250 - Hibiscus
No00251 - Cool Hibiscus
No00260 - Alph Mask
No00261 - Alph Mask: Grace
No00262 - Alph Mask: Sky
No00263 - Alph Mask: Sakura
No00264 - Alph Mask: Sun
No00270 - Fluffy Hair (S)
No00271 - Fluffy Hair (M)
No00272 - Fluffy Hair (L)
No00280 - Crune Hat: Shadow
No00281 - Crune Hat: Silver
No00282 - Crune Hat: Grace
No00283 - Crune Hat: Moon
No00290 - Viola Cap: Night
No00291 - Viola Cap: Ruby
No00292 - Viola Cap: Steel
No00293 - Viola Cap: Shadow
No00294 - Viola Cap: Enigma
No00300 - Santa Hat
No00301 - Santa Hat with Beard
No00302 - Black Trim Santa Hat
No00303 - Black Trim Santa Hat & Beard
No00310 - ARKS Officer Hat A
No00311 - ARKS Officer Hat C
No00312 - ARKS Officer Hat E
No00320 - ARKS Officer Hat B
No00321 - ARKS Officer Hat D
No00322 - ARKS Officer Hat F
No00330 - Blink Visor
No00331 - Blink Visor: Red
No00332 - Blink Visor: Black
No00342 - [Apprentice] Visor
No00343 - [Apprentice] Visor B
No00350 - Candy Headgear: Snow
No00351 - Candy Headgear: Sakura
No00352 - Candy Headgear: Shadow
No00353 - Candy Headgear: Enigma
No00360 - Haze Hat: Ruby
No00361 - Haze Hat: Night
No00362 - Haze Hat: Shadow
No00363 - Haze Hat: Steel
No00370 - Blitz Guards: Sky
No00371 - Blitz Guards: Sun
No00372 - Blitz Guards: Ruby
No00380 - Prim Headphones: Silver
No00381 - Prim Headphones: Steel
No00382 - Prim Headphones: Shadow
No00390 - Nono Schwantz Sensors
No00391 - Nono Schwantz Sensors CV
No00400 - Zelsius Headgear
No00401 - Zelsius Headgear: Snow
No00402 - Zelsius Headgear: Ruby
No00403 - Zelsius Headgear: Sea
No00410 - Miraseria Headgear
No00412 - Miraseria Headgear B
No01010 - Elephant Head
No01020 - White Lion Head
No01040 - Barong Mask
No01100 - Angelic Raiment Sash
No01111 - Fleet Cap
No01112 - Fleet Cap B
No01113 - Fleet Cap C
No01121 - Marine Cap
No01122 - Marine Cap B
No01123 - Marine Cap C
No01131 - Horn Headgear
No01141 - Elephant Headgear
No01151 - Tetra Shield
No01162 - Fulham Tiara
No01163 - Fulham Earrings
No01171 - Dragon's Wings
No01172 - Dragon's Wings B
No01181 - Dragon's Horns
No01182 - Dragon's Horns B
No01191 - Dragon's Tail
No01192 - Dragon's Tail B
No01221 - Mercenary Visor
No01222 - Mercenary Visor B
No01250 - Alcuria Shoulder Guards A
No01251 - Alcuria Shoulder Guards B
No01252 - Alcuria Shoulder Guards C
No02001 - Warrior's Hat
No02012 - Peacock Crown: Red
No02013 - Peacock Crown: Yellow
No02020 - Tactician Cap: Black
No02021 - Tactician Cap
No02022 - Tactician Cap: Red
No02031 - Panda Cap
No02041 - Plum Blossom Headband
No02051 - Flame Wheel
No02061 - Warrior's Cape
No02062 - Warrior's Cape B
No02071 - Scabbard Belt
No02081 - Bear Lantern
No02082 - Panda Lantern
No02150 - Black Bear Backpack
No02171 - Dragon Knight Helm
No02172 - Dragon Knight Helm B
No02181 - Lumio Coronet
No02182 - Lumio Coronet B
No03000 - Watermelon Head
No03011 - Airy Ribbon
No03012 - Airy Ribbon: White
No03013 - Black Airy Ribbon
No03020 - Tousha Helmet
No03021 - Tousha Helmet: Leaf
No03022 - Tousha Helmet: Shadow
No03023 - Tousha Helmet: Grace
No03030 - Ouka Hair Ornament
No03031 - Ouka Hair Ornament: Shadow
No03032 - Ouka Hair Ornament: Moon
No03034 - Ouka Hair Ornament: Grace
No03040 - Diva's Crown
No03042 - Diva's Crown B
No03050 - Dealer's Headset
No03051 - Dealer's Headset B
No03061 - Sukunahime's Horn
No03080 - Kotoshiro Blindfold
No03082 - Kotoshiro Blindfold B
No03090 - Kotoshiro Chin Guard
No03092 - Kotoshiro Chin Guard B
No03100 - Omi Lacquer Cap
No03110 - Kagura Lacquer Cap
No03120 - Seashell Corsage
No03130 - Beach Umbrella: Red
No03131 - Beach Umbrella: Blue
No03132 - Beach Umbrella: Yellow
No03140 - Turtle Shell
No03150 - Drawstring Pouch
No03160 - Coil Bracelets: Pink
No03161 - Coil Bracelets: Blue
No03162 - Coil Bracelets: Yellow
No03163 - Coil Bracelets: Green
No03164 - Coil Anklets: Pink
No03165 - Coil Anklets: Blue
No03166 - Coil Anklets: Yellow
No03167 - Coil Anklets: Green
No03170 - Rhino Beetle Horn
No03180 - Stag Beetle Horns
No03190 - Kitsune Tails: White
No03191 - Kitsune Tails: Yellow
No03192 - Kitsune Tails
No03193 - Kitsune Tails B
No03200 - Crow-Beaked Goblin Mask: Black
No03201 - Crow-Beaked Goblin Mask: Red
No03202 - Crow-Beaked Goblin Mask: White
No03203 - Crow-Beaked Goblin Mask B: Black
No03204 - Crow-Beaked Goblin Mask B: Red
No03205 - Crow-Beaked Goblin Mask B: White
No03210 - Hermit Monk's Shawl: White
No03211 - Hermit Monk's Shawl: Black
No03220 - Hermit Monk's Cap: Black
